basvuru_id,kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,profil_tipi,yas,cinsiyet,seyahat_suresi_gun,onceki_schengen,onceki_ret,pas_gecerlilik_gun,pas_bos_sayfa,sig_teminat_eur,sig_schengen_kapsamli,sig_gidis_oncesi_var,sig_donus_sonrasi_var,sig_eur_belirtilmis,banka_son_bakim_gun,banka_kase_imza_var,banka_bakiye_eur,banka_6ay_duzenli,banka_trend,banka_ani_para,form_imzali_tarihli,form_adres_var,form_telefon_sahip,form_seyahat_tarihi_tutarli,bildirge_gelir_beyan,bildirge_seyahat_arkadasi,rez_yolcu_adlari_tam,rez_tarih_tutarli,rez_donus_bileti_var,konal_tum_isimler_var,meslek_antelli_kagit,meslek_kase_imza,meslek_belge_yasi_gun,faaliyet_yasi_gun,faaliyet_kaynak,faaliyet_kase_var,imza_sirkuleri_var,SKOR_PASAPORT,SKOR_SIGORTA,SKOR_BANKA,SKOR_BASVURU_FORMU,SKOR_BILDIRGE,SKOR_ULASIM,SKOR_KONAKLAMA,SKOR_MESLEK,SKOR_MUVAFAKATNAME,ort_skor,min_skor,n_kritik,n_yuksek,n_orta,onay_olasiligi,etiket,etiket_aciklama,muv_noter_onayli,muv_her_iki_ebeveyn,muv_gecerlilik_gun,yesil_kart_var,davet_renkli_cikti,davet_oturma_izni_var,muv_apostille_var
a4518584,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,orta,49,Kadın,4,0,0,599,8,41625,True,True,True,True,11,True,1289.88,True,azalan,False,True,True,True,True,False,True,True,True,,True,True,False,21.0,2.0,resmi,True,True,1.0,1.0,0.8,1.0,0.8,1.0,1.0,0.6,1.0,0.911,0.6,1,2,0,0.628,1,Onay,True,True,6.0,,True,True,
ef710c01,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,orta,40,Erkek,7,0,0,336,10,22621,True,False,True,True,4,True,972.69,True,artan,False,True,True,True,True,True,True,True,True,,False,True,True,73.0,61.0,resmi,True,True,1.0,0.2,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.867,0.2,2,2,0,0.474,1,Onay,True,True,12.0,,True,False,
331c3e9a,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,ideal,38,Erkek,17,8,1,196,19,58701,False,True,True,True,13,True,9101.5,True,stabil,False,True,True,True,True,True,True,True,True,,True,True,True,33.0,19.0,resmi,True,True,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956,0.6,1,0,0,0.708,1,Onay,True,True,44.0,,True,True,
95aedb21,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,riskli,37,Erkek,6,1,0,334,18,33365,True,True,True,True,1,True,828.27,True,stabil,False,False,True,False,True,True,True,True,True,,False,True,True,48.0,92.0,resmi,False,True,1.0,1.0,1.0,0.4,1.0,1.0,0.4,0.8,0.6,0.8,0.4,3,3,0,0.318,0,Ret — Başvuru Formu: skor 0.40,False,True,20.0,,False,True,
5f44a5d7,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,riskli,29,Erkek,11,1,0,432,7,34308,True,True,True,True,4,True,726.28,False,azalan,False,True,True,True,True,True,True,True,True,,True,False,False,65.0,18.0,resmi,False,True,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.2,1.0,0.867,0.2,2,2,0,0.356,0,Ret — Meslek & İş Belgesi: skor 0.20,True,True,56.0,,True,True,
e5c72936,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,orta,50,Erkek,13,3,1,536,19,15482,True,True,True,True,3,False,2175.55,True,stabil,False,True,True,True,True,True,True,True,True,,False,True,True,59.0,7.0,web,True,False,1.0,0.6,0.6,1.0,1.0,1.0,0.8,0.8,1.0,0.867,0.6,2,2,0,0.55,1,Onay,True,True,11.0,,True,True,
73855bfd,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,orta,51,Erkek,8,2,0,548,2,31540,True,True,True,True,10,False,2698.12,True,stabil,False,True,True,True,True,True,True,True,True,,True,True,True,61.0,12.0,resmi,True,True,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.956,0.6,1,0,0,0.702,1,Onay,True,True,11.0,,True,True,
6068d3fa,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,orta,43,Kadın,14,4,0,446,8,54793,True,True,True,True,14,True,3303.17,True,artan,False,True,True,True,True,False,True,True,True,,True,True,True,143.0,22.0,resmi,True,True,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8,1.0,0.956,0.8,0,2,0,0.762,1,Onay,True,True,28.0,,True,True,
3f5b555e,IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,orta,30,Erkek,17,0,0,227,19,46239,True,True,True,True,8,True,1680.94,True,stabil,False,True,True,True,True,True,True,True,True,,True,True,True,58.0,23.0,web,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.804,1,Onay,True,True,69.0,,True,True,
d46ad492,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,riskli,65,Kadın,17,0,0,267,13,56270,True,True,True,True,18,False,638.24,True,stabil,False,True,True,True,True,False,True,False,True,False,True,True,True,119.0,20.0,resmi,True,,1.0,1.0,0.0,1.0,0.8,0.6,1.0,0.8,,0.775,0.0,3,4,0,0.209,1,Onay,,,,,,,
898081ad,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,ideal,36,Erkek,5,7,0,141,6,39125,True,True,True,True,7,True,13405.71,True,stabil,False,True,True,False,True,True,True,True,True,True,True,True,True,50.0,21.0,web,True,,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,,0.975,0.8,0,1,0,0.785,1,Onay,,,,,,,
4b11027a,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,27,Erkek,20,1,0,186,18,43414,True,True,True,True,7,True,1120.65,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,135.0,90.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,,0.975,0.8,0,1,0,0.747,1,Onay,,,,,,,
284a9e57,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,22,Kadın,20,0,0,79,4,49655,True,True,True,True,5,True,1503.11,True,artan,False,True,True,False,True,False,True,True,True,True,True,True,True,53.0,4.0,resmi,True,,0.6,1.0,1.0,0.8,0.8,1.0,1.0,1.0,,0.9,0.6,1,2,0,0.589,1,Onay,,,,,,,
71ec3ea7,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,riskli,44,Erkek,7,0,0,314,12,54009,True,True,True,True,31,False,594.96,True,stabil,False,True,True,True,True,True,True,True,True,True,False,True,True,38.0,4.0,resmi,False,,1.0,1.0,0.2,1.0,1.0,1.0,0.8,1.0,,0.875,0.2,2,1,0,0.374,1,Onay,,,,,,,
4b6fcb6c,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,53,Kadın,20,0,0,475,16,44929,True,False,False,False,3,True,2390.5,True,stabil,False,True,False,True,True,True,True,True,True,True,True,True,True,61.0,2.0,resmi,True,,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,,0.85,0.0,2,2,0,0.434,1,Onay,,,,,,,
dfad904d,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,riskli,60,Kadın,18,2,0,512,7,39555,True,True,True,True,15,True,571.06,False,azalan,False,True,True,True,True,False,False,True,True,True,True,False,True,14.0,15.0,resmi,True,,1.0,1.0,0.2,1.0,0.72,1.0,1.0,0.6,,0.815,0.2,2,3,1,0.322,0,Ret — Maddi Gelir / Banka Dökümü: skor 0.20,,,,,,,
566a296e,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,riskli,42,Erkek,11,1,0,55,4,30245,True,True,True,True,8,True,930.25,True,azalan,True,True,True,False,True,True,True,True,True,False,False,True,True,153.0,16.0,web,True,,0.6,1.0,0.72,0.8,1.0,0.8,0.8,0.8,,0.815,0.6,1,5,1,0.41,0,Ret — Pasaport: skor 0.60,,,,,,,
7e1488d1,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,riskli,64,Kadın,15,1,0,67,8,55514,True,True,True,True,5,True,472.3,False,stabil,False,True,True,True,True,False,True,True,False,True,True,True,True,39.0,4.0,resmi,True,,0.6,1.0,0.4,1.0,0.8,0.8,1.0,1.0,,0.825,0.4,2,3,0,0.358,0,Ret — Maddi Gelir / Banka Dökümü: skor 0.40,,,,,,,
cd4c8992,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,62,Kadın,11,4,1,318,14,55353,False,True,True,True,4,True,2151.02,True,artan,False,True,False,True,True,False,True,True,True,True,True,False,False,14.0,12.0,resmi,True,,1.0,0.6,1.0,0.8,0.8,1.0,1.0,0.2,,0.8,0.2,3,2,0,0.398,1,Onay,,,,,,,
c896adad,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,ideal,49,Erkek,5,8,2,91,7,41766,True,True,True,True,11,True,6069.61,True,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,74.0,3.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0,0,0,0.846,1,Onay,,,,,,,
9a2f33de,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,60,Kadın,9,2,0,58,0,57704,True,True,True,True,1,True,1195.52,True,azalan,False,True,True,True,True,True,True,False,True,False,True,True,True,33.0,6.0,resmi,True,,0.2,1.0,0.8,1.0,1.0,0.6,1.0,1.0,,0.825,0.2,2,3,0,0.456,1,Onay,,,,,,,
072e30c8,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,riskli,30,Kadın,21,2,0,83,18,36280,True,True,True,True,28,True,680.01,True,azalan,False,True,True,True,False,True,True,True,True,True,True,False,True,66.0,20.0,resmi,False,,0.6,1.0,0.0,0.8,1.0,1.0,1.0,0.6,,0.75,0.0,4,2,0,0.218,1,Onay,,,,,,,
2747680b,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,25,Erkek,13,0,0,588,10,16820,True,True,True,True,3,True,880.69,True,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,30.0,40.0,resmi,True,,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,,0.95,0.6,1,0,0,0.648,1,Onay,,,,,,,
c467dd50,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,orta,23,Kadın,16,4,1,430,20,48549,True,True,True,True,6,True,1549.03,False,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,7.0,2.0,resmi,True,,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,,0.975,0.8,0,1,0,0.751,1,Onay,,,,,,,
fc600ce1,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,33,Erkek,7,1,0,75,11,50083,True,True,True,True,29,True,2204.39,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,144.0,15.0,resmi,True,,0.6,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,0.889,0.6,2,1,0,0.583,1,Onay,True,True,70.0,,,,
eac3aaad,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,42,Kadın,8,1,0,282,15,42050,True,True,True,True,11,True,2929.12,True,azalan,False,True,True,True,True,True,True,True,True,True,True,True,True,45.0,14.0,resmi,True,,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.978,0.8,0,1,0,0.783,1,Onay,True,True,66.0,,,,
b00e92f8,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,31,Kadın,6,3,0,448,14,32838,True,True,True,True,5,True,1248.48,True,stabil,False,False,True,True,True,True,True,True,True,True,True,True,True,71.0,23.0,resmi,True,,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.956,0.6,1,0,0,0.708,1,Onay,True,True,13.0,,,,
93c1ca04,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,ideal,46,Kadın,12,6,1,422,0,49730,True,True,True,True,2,True,9690.34,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,60.0,22.0,resmi,True,,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956,0.6,1,0,0,0.708,1,Onay,True,True,67.0,,,,
ab769cf6,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,23,Kadın,20,1,0,136,4,51911,True,True,True,True,13,True,836.64,True,azalan,False,True,True,True,True,True,True,True,True,True,True,True,True,63.0,16.0,web,True,,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.933,0.4,1,1,0,0.593,1,Onay,True,True,70.0,,,,
59d08fa7,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,kritik_sorunlu,36,Kadın,18,0,0,62,2,40612,True,True,True,False,13,True,183.38,False,artan,False,False,True,True,False,True,True,False,True,False,True,True,False,1.0,23.0,resmi,True,,0.6,0.8,0.4,0.4,1.0,0.6,1.0,0.6,0.6,0.667,0.4,5,5,0,0.032,0,Ret — Maddi Gelir / Banka Dökümü: skor 0.40,True,True,110.0,,,,
9672afae,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,25,Erkek,17,1,0,519,14,31550,True,True,True,True,38,True,2132.88,True,artan,False,True,True,True,False,True,False,True,False,True,True,True,False,55.0,40.0,resmi,True,,1.0,1.0,0.6,0.8,0.92,0.8,1.0,0.6,1.0,0.858,0.6,2,2,1,0.546,1,Onay,True,True,44.0,,,,
0dba1d54,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,riskli,30,Erkek,15,1,0,54,14,15448,True,True,True,True,3,True,651.8,True,artan,False,True,True,True,True,False,True,True,True,True,False,True,True,120.0,5.0,resmi,True,,0.6,0.6,0.6,1.0,0.8,1.0,0.8,0.8,0.6,0.756,0.6,4,3,0,0.236,1,Onay,True,True,157.0,,,,
2f97f39d,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,33,Kadın,13,2,0,209,12,43360,True,True,True,True,6,True,2934.81,True,azalan,False,True,True,True,True,True,False,True,True,True,True,True,False,75.0,8.0,web,False,,1.0,1.0,0.8,1.0,0.92,1.0,1.0,0.6,1.0,0.924,0.6,1,1,1,0.665,1,Onay,True,True,51.0,,,,
95b2fa05,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,ideal,34,Erkek,6,2,0,97,7,53569,True,True,True,True,4,True,10148.29,True,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,8.0,12.0,web,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.846,1,Onay,True,True,19.0,,,,
c9110760,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,riskli,48,Erkek,11,0,0,193,15,47103,True,True,True,True,25,True,221.63,True,stabil,True,True,False,False,True,True,True,True,True,True,True,True,False,157.0,7.0,resmi,True,,1.0,1.0,0.12,0.6,1.0,1.0,1.0,0.4,0.6,0.747,0.12,4,3,1,0.198,0,Ret — Maddi Gelir / Banka Dökümü: skor 0.12,False,True,37.0,,,,
dc206794,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,56,Erkek,5,3,0,560,7,28828,True,True,True,True,15,True,2741.28,True,artan,True,True,True,True,True,True,True,True,True,True,True,True,True,31.0,2.0,resmi,True,,1.0,0.6,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0.947,0.6,1,0,1,0.7,1,Onay,True,True,75.0,,,,
90cdebc7,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,orta,36,Erkek,14,3,1,171,13,54671,True,True,True,True,10,True,3403.12,True,artan,False,True,True,True,True,True,True,True,True,False,True,True,True,62.0,117.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,1.0,0.956,0.8,0,2,0,0.75,1,Onay,True,True,18.0,,,,
dd9a3c78,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,riskli,52,Erkek,19,0,0,83,19,46406,True,True,False,True,15,False,426.91,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,36.0,15.0,web,True,,0.6,0.6,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.822,0.2,4,0,0,0.242,1,Onay,True,True,24.0,,,,
6532ec1b,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,riskli,18,Erkek,21,1,0,66,1,22536,True,True,True,True,2,True,164.43,True,azalan,False,True,True,True,True,True,True,True,True,True,True,False,True,133.0,19.0,resmi,True,,0.2,0.6,0.4,1.0,1.0,1.0,1.0,0.4,0.2,0.644,0.2,7,2,0,0.162,0,Ret — Pasaport: skor 0.20,False,True,101.0,,,,
f89d5508,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,49,Kadın,12,4,1,534,20,39655,False,False,True,True,6,True,1605.31,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,False,34.0,4.0,resmi,True,,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.6,,0.85,0.2,3,0,0,0.457,1,Onay,,,,,,,
15c458da,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,kritik_sorunlu,27,Erkek,6,0,0,394,10,49689,True,True,True,True,8,False,394.08,True,artan,False,True,True,True,True,True,True,False,True,True,False,True,True,46.0,112.0,resmi,True,,1.0,1.0,0.6,1.0,1.0,0.8,0.8,0.8,,0.875,0.6,1,3,0,0.33,0,Ret — Maddi Gelir / Banka Dökümü: skor 0.60,,,,,,,
9fec68d7,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,24,Erkek,9,3,1,137,20,26006,True,True,True,True,11,True,1392.23,True,stabil,False,True,True,True,True,True,True,False,True,True,True,True,True,28.0,1.0,web,True,,1.0,0.6,1.0,1.0,1.0,0.8,1.0,1.0,,0.925,0.6,1,1,0,0.659,1,Onay,,,,,,,
7a8c9a95,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,riskli,34,Kadın,12,1,0,59,20,43876,True,True,True,True,1,True,637.55,True,artan,False,True,True,True,True,True,True,True,False,True,True,False,False,48.0,14.0,web,True,,0.6,1.0,1.0,1.0,1.0,0.8,1.0,0.2,,0.825,0.2,3,1,0,0.298,0,Ret — Meslek & İş Belgesi: skor 0.20,,,,,,,
be936cee,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,43,Kadın,7,2,0,382,8,46844,True,True,True,True,3,True,2365.61,False,artan,False,False,True,True,True,True,True,True,True,True,True,True,True,44.0,21.0,web,True,,1.0,1.0,0.8,0.6,1.0,1.0,1.0,1.0,,0.925,0.6,1,1,0,0.671,1,Onay,,,,,,,
3572dc9c,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,53,Erkek,13,0,0,322,19,43293,True,True,True,True,9,True,1707.72,True,artan,False,True,True,False,True,True,True,True,True,True,True,True,True,23.0,9.0,web,True,,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,,0.975,0.8,0,1,0,0.775,1,Onay,,,,,,,
c89e6e43,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,35,Kadın,8,0,0,432,4,37856,True,True,True,True,14,True,2778.14,True,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,33.0,2.0,web,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0,0,0,0.84,1,Onay,,,,,,,
a4f741f4,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,ideal,49,Erkek,14,3,1,378,12,47218,True,True,True,True,13,True,13258.84,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,68.0,19.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0,0,0,0.846,1,Onay,,,,,,,
a5df3eff,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,ideal,35,Erkek,10,6,2,590,15,49676,True,True,True,True,1,True,14498.96,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,72.0,18.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0,0,0,0.846,1,Onay,,,,,,,
989c481c,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,54,Kadın,5,1,0,113,10,59480,True,True,True,True,13,True,3319.84,True,stabil,False,True,True,True,True,True,True,True,False,True,True,True,True,41.0,7.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,,0.975,0.8,0,1,0,0.783,1,Onay,,,,,,,
e42c37fc,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,25,Kadın,18,4,1,365,17,46287,True,True,True,True,2,False,1724.27,True,artan,False,True,True,True,True,True,True,True,True,True,True,True,True,58.0,5.0,web,True,,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,,0.95,0.6,1,0,0,0.66,1,Onay,,,,,,,
585604ba,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,riskli,33,Kadın,21,0,0,127,12,34385,True,True,True,True,7,True,429.38,False,stabil,False,False,False,True,True,True,True,True,True,True,True,True,True,73.0,100.0,resmi,True,,1.0,1.0,0.4,0.4,1.0,1.0,1.0,0.8,,0.825,0.4,2,3,0,0.35,1,Onay,,,,,,,
2fce1f71,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,23,Kadın,7,1,0,527,19,19284,True,True,True,True,5,True,2338.37,True,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,61.0,13.0,resmi,True,,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,,0.95,0.6,1,0,0,0.692,1,Onay,,,,,,,
2340ff6a,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,orta,42,Erkek,10,1,0,147,3,45387,True,True,True,True,7,True,1087.66,True,stabil,True,True,True,True,True,True,True,True,True,True,True,True,True,58.0,21.0,web,True,,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,,0.99,0.92,0,0,1,0.823,1,Onay,,,,,,,
3739a5aa,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,riskli,57,Kadın,6,1,0,129,6,35628,True,True,True,True,21,True,775.82,False,stabil,False,True,True,False,True,True,True,False,True,True,True,True,True,57.0,6.0,resmi,False,,1.0,1.0,0.4,0.8,1.0,0.8,1.0,1.0,,0.875,0.4,1,3,0,0.478,1,Onay,,,,,,,
c302698e,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,ucak,istanbul,1,ideal,32,Erkek,8,7,2,561,2,47444,True,True,True,True,2,True,7748.15,True,stabil,False,True,True,True,True,True,True,True,True,True,True,True,True,7.0,10.0,resmi,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.846,1,Onay,True,True,15.0,,,,
4aa6d689,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,ucak,istanbul,1,kritik_sorunlu,33,Kadın,10,0,0,115,1,28254,False,False,True,True,13,True,125.78,True,artan,False,False,True,False,False,True,False,False,False,False,True,True,True,64.0,103.0,web,True,,0.6,0.0,0.6,0.2,0.92,0.4,1.0,0.8,0.6,0.569,0.0,7,6,1,0.032,0,Ret — Seyahat Sağlık Sigortası: skor 0.00,False,True,35.0,,,,
f2704b0a,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,ucak,istanbul,1,orta,54,Erkek,8,0,0,325,10,56786,False,True,True,True,3,True,3151.78,True,artan,False,False,True,True,True,False,True,False,True,True,True,True,True,30.0,2.0,web,True,,1.0,0.6,1.0,0.6,0.8,0.8,1.0,1.0,1.0,0.867,0.6,2,2,0,0.546,1,Onay,True,True,84.0,,,,
6e578ab9,IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,ucak,istanbul,1,orta,36,Kadın,7,2,0,496,14,34928,True,True,True,True,41,True,1850.58,True,stabil,False,True,True,True,False,True,True,False,True,True,True,True,False,62.0,15.0,resmi,True,,1.0,1.0,0.6,0.8,1.0,0.8,1.0,0.6,1.0,0.867,0.6,2,2,0,0.562,1,Onay,True,True,1.0,,,,
