basvuru_id,kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,basvurucu_profil,zorunlu_evrak_sayisi,mevcut_evrak_sayisi,eksik_evrak_sayisi,doc_completeness_score,eksik_evraklar,tam_mi,DOC_ARAC_RUHSATI,DOC_ARAC_SIGORTASI,DOC_BASVURU_FORMU,DOC_BIYOMETRIK_FOTOGRAF,DOC_CALISMA_EVRAKLARI,DOC_CALISMA_IZIN_BELGESI,DOC_CALISMA_IZIN_BELGESI_ISVEREN,DOC_CALISMA_IZIN_BELGESI_MEMUR,DOC_CIFTCILIK_BELGESI,DOC_COCUK_BASVURU_FORMU,DOC_DAVET_MEKTUBU,DOC_DOGUM_BELGESI,DOC_EHLIYET,DOC_EMEKLILIK_BELGESI,DOC_EV_SAHIBI_KIMLIK,DOC_FAALIYET_BELGESI,DOC_GEMI_BELGESI,DOC_IMZA_SIRKULERI_CALISAN,DOC_IMZA_SIRKULERI_ISVEREN,DOC_KIMLIK_FOTOKOPI,DOC_MADDI_DESTEKCI_CALISMAYANLAR,DOC_MADDI_DESTEKCI_COCUK,DOC_MADDI_DESTEKCI_OGRENCI,DOC_MADDI_GELIR_CALISAN,DOC_MADDI_GELIR_CALISMAYANLAR,DOC_MADDI_GELIR_CIFTCI,DOC_MADDI_GELIR_EMEKLI,DOC_MADDI_GELIR_ISVEREN,DOC_MADDI_GELIR_MEMUR,DOC_MADDI_GELIR_OGRENCI,DOC_MADDI_GELIR_SERBEST,DOC_MUVAFAKATNAME,DOC_MUVAFAKATNAME_COCUK,DOC_OGRENCI_BELGESI,DOC_OTEL_REZERVASYONU,DOC_OTOBUS_BILETI,DOC_PASAPORT,DOC_SEYAHAT_BILDIRGE,DOC_SEYAHAT_SAGLIK_SIGORTASI,DOC_TARIHCELI_YERLESIM_YERI,DOC_TEMINAT,DOC_TICARET_SICIL_GAZETESI,DOC_TICARI_ODA_KAYDI,DOC_TREN_BILETI,DOC_UCUS_REZERVASYONU,DOC_VERGI_LEVHASI_ISVEREN,DOC_VERGI_LEVHASI_SERBEST,DOC_VIZE_HARCI,DOC_VUKUATLI_NUFUS
2e7934e6,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,dikkatli,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
24146c2a,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,dikkatli,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
6cba3b47,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,dikkatsiz,20,18,2,0.9,DOC_BIYOMETRIK_FOTOGRAF|DOC_VUKUATLI_NUFUS,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
6ef8faf2,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,dikkatsiz,20,17,3,0.85,DOC_IMZA_SIRKULERI_CALISAN|DOC_OTOBUS_BILETI|DOC_TEMINAT,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
bac4fc02,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,orta,20,17,3,0.85,DOC_BIYOMETRIK_FOTOGRAF|DOC_CALISMA_IZIN_BELGESI|DOC_OTOBUS_BILETI,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
502c64a4,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,orta,20,18,2,0.9,DOC_CALISMA_EVRAKLARI|DOC_IMZA_SIRKULERI_CALISAN,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
a1f8eeb1,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,dikkatsiz,20,16,4,0.8,DOC_DOGUM_BELGESI|DOC_MADDI_GELIR_CALISAN|DOC_OTOBUS_BILETI|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
ea9a0d07,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,orta,20,18,2,0.9,DOC_IMZA_SIRKULERI_CALISAN|DOC_MADDI_GELIR_CALISAN,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
c4317949,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,orta,20,18,2,0.9,DOC_BASVURU_FORMU|DOC_IMZA_SIRKULERI_CALISAN,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1b4f0ccd,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,dikkatsiz,20,18,2,0.9,DOC_SEYAHAT_BILDIRGE|DOC_SEYAHAT_SAGLIK_SIGORTASI,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
e8cb4680,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ANKARA_COCUKLU,calisan,davetiye,otobus,ankara,1,orta,20,17,3,0.85,DOC_BIYOMETRIK_FOTOGRAF|DOC_CALISMA_IZIN_BELGESI|DOC_MUVAFAKATNAME,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
ec5acd51,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatli,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
fc67a56f,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,orta,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
ea10fe8a,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,orta,17,15,2,0.8824,DOC_CALISMA_IZIN_BELGESI|DOC_MADDI_GELIR_CALISAN,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
3bf998b3,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatsiz,17,14,3,0.8235,DOC_CALISMA_IZIN_BELGESI|DOC_IMZA_SIRKULERI_CALISAN|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
5ea2497c,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatsiz,17,14,3,0.8235,DOC_BIYOMETRIK_FOTOGRAF|DOC_SEYAHAT_SAGLIK_SIGORTASI|DOC_TEMINAT,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1
26603e77,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,orta,17,16,1,0.9412,DOC_CALISMA_IZIN_BELGESI,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
233f603f,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatsiz,17,15,2,0.8824,DOC_CALISMA_EVRAKLARI|DOC_SEYAHAT_SAGLIK_SIGORTASI,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
9a3c4a96,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,orta,17,14,3,0.8235,DOC_CALISMA_EVRAKLARI|DOC_IMZA_SIRKULERI_CALISAN|DOC_TEMINAT,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
e631002a,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatli,17,16,1,0.9412,DOC_CALISMA_EVRAKLARI,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
6f0e75e7,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,orta,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
3a6cb10b,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatli,17,16,1,0.9412,DOC_OTOBUS_BILETI,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
6c9432a4,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,orta,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
34a9dbe8,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,cok_dikkatsiz,17,11,6,0.6471,DOC_CALISMA_EVRAKLARI|DOC_DAVET_MEKTUBU|DOC_IMZA_SIRKULERI_CALISAN|DOC_MADDI_GELIR_CALISAN|DOC_TEMINAT|DOC_VUKUATLI_NUFUS,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
12ca32b8,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatli,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
ed77537c,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,calisan,davetiye,otobus,istanbul,0,dikkatsiz,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
f06ede90,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,19,1,0.95,DOC_SEYAHAT_SAGLIK_SIGORTASI,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
a8b6a8e8,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,dikkatli,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
3166c9c8,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,dikkatli,20,19,1,0.95,DOC_VIZE_HARCI,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
a85aa52b,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
00b08b0d,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,19,1,0.95,DOC_OTOBUS_BILETI,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
cbc756ee,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,dikkatli,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
005afe12,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,dikkatsiz,20,16,4,0.8,DOC_EV_SAHIBI_KIMLIK|DOC_IMZA_SIRKULERI_CALISAN|DOC_MUVAFAKATNAME|DOC_SEYAHAT_SAGLIK_SIGORTASI,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
b82a5006,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,cok_dikkatsiz,20,16,4,0.8,DOC_CALISMA_EVRAKLARI|DOC_SEYAHAT_BILDIRGE|DOC_SEYAHAT_SAGLIK_SIGORTASI|DOC_TEMINAT,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
ccf9234e,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
f3a51bde,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
9a0b0478,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,dikkatsiz,20,19,1,0.95,DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
b880c319,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,17,3,0.85,DOC_COCUK_BASVURU_FORMU|DOC_MADDI_GELIR_CALISAN|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
6b42d4b1,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,dikkatli,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
69e10997,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,19,1,0.95,DOC_CALISMA_EVRAKLARI,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
018a2abc,IT_TUR_CALISAN_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,calisan,davetiye,otobus,istanbul,1,orta,20,19,1,0.95,DOC_MUVAFAKATNAME,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
db3af7a8,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatsiz,17,13,4,0.7647,DOC_CALISMA_EVRAKLARI|DOC_DAVET_MEKTUBU|DOC_IMZA_SIRKULERI_CALISAN|DOC_TEMINAT,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
2521d21b,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,15,2,0.8824,DOC_DAVET_MEKTUBU|DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
d77fb0fe,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,16,1,0.9412,DOC_CALISMA_EVRAKLARI,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
c60ec641,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,cok_dikkatsiz,17,12,5,0.7059,DOC_EV_SAHIBI_KIMLIK|DOC_IMZA_SIRKULERI_CALISAN|DOC_MADDI_GELIR_CALISAN|DOC_OTOBUS_BILETI|DOC_SEYAHAT_BILDIRGE,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
09621356,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatsiz,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1d9ea33d,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,16,1,0.9412,DOC_CALISMA_IZIN_BELGESI,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
070de245,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatli,17,15,2,0.8824,DOC_SEYAHAT_BILDIRGE|DOC_TEMINAT,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
5435b74d,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatli,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
f21b4a45,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatli,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
888705cd,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
b10ac4b4,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatli,17,17,0,1.0,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
fc39dbd1,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,16,1,0.9412,DOC_CALISMA_IZIN_BELGESI,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
9937d8ca,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,16,1,0.9412,DOC_CALISMA_EVRAKLARI,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
f50f0f02,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,dikkatli,17,16,1,0.9412,DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
dc89f284,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,calisan,davetiye,otobus,izmir,0,orta,17,16,1,0.9412,DOC_VUKUATLI_NUFUS,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
cd6c1e24,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,otobus,izmir,1,dikkatli,20,20,0,1.0,,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
9480d8b2,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,otobus,izmir,1,cok_dikkatsiz,20,16,4,0.8,DOC_CALISMA_IZIN_BELGESI|DOC_OTOBUS_BILETI|DOC_SEYAHAT_BILDIRGE|DOC_TEMINAT,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
b5c40014,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,otobus,izmir,1,orta,20,19,1,0.95,DOC_TEMINAT,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
4e9af01f,IT_TUR_CALISAN_OTOBUS_DAVETIYE_IZMIR_COCUKLU,calisan,davetiye,otobus,izmir,1,orta,20,19,1,0.95,DOC_OTOBUS_BILETI,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
